tournament,date,series,court,surface,round,best of,player_1,player_2,winner,rank_1,rank_2,pts_1,pts_2,odd_1,odd_2,score
Monte Carlo Masters,4/10/2023,Masters 1000,Outdoor,Clay,1st Round,3,Mcdonald M.,Gakhov I.,Gakhov I.,52,198,865,292,1.57,2.38,6-7 6-2 3-6
Monte Carlo Masters,4/10/2023,Masters 1000,Outdoor,Clay,1st Round,3,Schwartzman D.,Goffin D.,Schwartzman D.,37,85,1025,675,1.62,2.3,6-4 6-2
Monte Carlo Masters,4/10/2023,Masters 1000,Outdoor,Clay,1st Round,3,Murray A.,De Minaur A.,De Minaur A.,54,19,860,2050,2.5,1.53,1-6 3-6
Monte Carlo Masters,4/10/2023,Masters 1000,Outdoor,Clay,1st Round,3,Bautista Agut R.,Krajinovic F.,Bautista Agut R.,29,78,1395,715,1.5,2.63,5-7 7-6 6-1
Monte Carlo Masters,4/10/2023,Masters 1000,Outdoor,Clay,1st Round,3,Gasquet R.,Thiem D.,Thiem D.,43,106,930,555,2.38,1.57,1-6 4-6
Monte Carlo Masters,4/11/2023,Masters 1000,Outdoor,Clay,1st Round,3,Lehecka J.,Ruusuvuori E.,Lehecka J.,42,38,978,1021,1.57,2.38,6-1 7-5
Monte Carlo Masters,4/11/2023,Masters 1000,Outdoor,Clay,1st Round,3,Shelton B.,Dimitrov G.,Dimitrov G.,39,25,1019,1485,4.5,1.2,1-6 6-3 3-6
Monte Carlo Masters,4/11/2023,Masters 1000,Outdoor,Clay,1st Round,3,Sonego L.,Humbert U.,Sonego L.,45,79,915,713,1.5,2.63,3-6 7-5 7-5
Monte Carlo Masters,4/11/2023,Masters 1000,Outdoor,Clay,1st Round,3,Bublik A.,Zverev A.,Zverev A.,53,16,865,2410,5.5,1.14,6-3 2-6 4-6
Monte Carlo Masters,4/11/2023,Masters 1000,Outdoor,Clay,1st Round,3,Khachanov K.,Davidovich Fokina A.,Khachanov K.,12,24,2855,1605,1.91,1.91,6-2 6-2
Monte Carlo Masters,4/11/2023,Masters 1000,Outdoor,Clay,1st Round,3,Vacherot V.,Nardi L.,Nardi L.,357,159,134,372,3.75,1.29,5-7 5-7
Monte Carlo Masters,4/11/2023,Masters 1000,Outdoor,Clay,1st Round,3,Musetti L.,Kecmanovic M.,Musetti L.,21,34,1840,1125,1.8,2,7-6 6-0
Monte Carlo Masters,4/11/2023,Masters 1000,Outdoor,Clay,1st Round,3,Evans D.,Ivashka I.,Ivashka I.,28,74,1425,721,2.2,1.67,6-2 2-6 3-6
Monte Carlo Masters,4/11/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Rublev A.,Munar J.,Rublev A.,6,83,3470,685,1.2,4.5,4-6 6-2 6-2
Monte Carlo Masters,4/11/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Gakhov I.,Djokovic N.,Djokovic N.,198,1,292,7160,19,1.02,6-7 2-6
Monte Carlo Masters,4/11/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Hurkacz H.,Draper J.,Hurkacz H.,13,56,2750,839,1.57,2.38,6-3 6-7 7-5
Monte Carlo Masters,4/12/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Bautista Agut R.,Zverev A.,Zverev A.,29,16,1395,2410,3,1.4,4-6 4-6
Monte Carlo Masters,4/12/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Jarry N.,Popyrin A.,Jarry N.,58,94,814,631,1.33,3.4,3-6 7-5 6-4
Monte Carlo Masters,4/12/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Van De Zandschulp B.,Ruud C.,Ruud C.,31,4,1250,5255,4.5,1.2,5-7 6-7
Monte Carlo Masters,4/12/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Struff J.L.,De Minaur A.,Struff J.L.,100,19,574,2050,2.38,1.57,6-3 6-2
Monte Carlo Masters,4/12/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Nardi L.,Musetti L.,Musetti L.,159,21,372,1840,4.5,1.2,0-6 0-6
Monte Carlo Masters,4/12/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Lehecka J.,Dimitrov G.,Lehecka J.,42,25,978,1485,2.1,1.73,7-6 6-4
Monte Carlo Masters,4/12/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Ivashka I.,Khachanov K.,Khachanov K.,74,12,721,2855,4.33,1.22,6-7 2-6
Monte Carlo Masters,4/12/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Medvedev D.,Sonego L.,Medvedev D.,5,45,5150,915,1.33,3.4,6-3 6-2
Monte Carlo Masters,4/12/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Wawrinka S.,Fritz T.,Fritz T.,90,10,647,3065,2.63,1.5,6-7 2-6
Monte Carlo Masters,4/12/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Rune H.,Thiem D.,Rune H.,9,106,3335,555,1.44,2.75,6-2 6-4
Monte Carlo Masters,4/12/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Cerundolo F.,Berrettini M.,Berrettini M.,33,22,1140,1742,2,1.8,7-5 6-7 4-6
Monte Carlo Masters,4/13/2023,Masters 1000,Outdoor,Clay,3rd Round,3,Sinner J.,Hurkacz H.,Sinner J.,8,13,3345,2750,1.22,4.33,3-6 7-6 6-1
Monte Carlo Masters,4/13/2023,Masters 1000,Outdoor,Clay,3rd Round,3,Ruud C.,Struff J.L.,Struff J.L.,4,100,5255,574,1.3,3.5,1-6 6-7
Monte Carlo Masters,4/13/2023,Masters 1000,Outdoor,Clay,3rd Round,3,Rublev A.,Khachanov K.,Rublev A.,6,12,3470,2855,1.91,1.91,7-6 6-2
Monte Carlo Masters,4/13/2023,Masters 1000,Outdoor,Clay,3rd Round,3,Jarry N.,Tsitsipas S.,Tsitsipas S.,58,3,814,5770,4,1.25,3-6 4-6
Monte Carlo Masters,4/13/2023,Masters 1000,Outdoor,Clay,3rd Round,3,Fritz T.,Lehecka J.,Fritz T.,10,42,3065,978,1.62,2.3,4-6 6-4 6-1
Monte Carlo Masters,4/13/2023,Masters 1000,Outdoor,Clay,3rd Round,3,Djokovic N.,Musetti L.,Musetti L.,1,21,7160,1840,1.17,5,6-4 5-7 4-6
Monte Carlo Masters,4/13/2023,Masters 1000,Outdoor,Clay,3rd Round,3,Medvedev D.,Zverev A.,Medvedev D.,5,16,5150,2410,1.57,2.38,3-6 7-5 7-6
Monte Carlo Masters,4/14/2023,Masters 1000,Outdoor,Clay,Quarterfinals,3,Struff J.L.,Rublev A.,Rublev A.,100,6,574,3470,3,1.4,1-6 6-7
Monte Carlo Masters,4/14/2023,Masters 1000,Outdoor,Clay,Quarterfinals,3,Fritz T.,Tsitsipas S.,Fritz T.,10,3,3065,5770,3.4,1.33,6-2 6-4
Monte Carlo Masters,4/14/2023,Masters 1000,Outdoor,Clay,Quarterfinals,3,Medvedev D.,Rune H.,Rune H.,5,9,5150,3335,2.1,1.73,3-6 4-6
Monte Carlo Masters,4/14/2023,Masters 1000,Outdoor,Clay,Quarterfinals,3,Sinner J.,Musetti L.,Sinner J.,8,21,3345,1840,1.33,3.4,6-2 6-2
Monte Carlo Masters,4/15/2023,Masters 1000,Outdoor,Clay,Semifinals,3,Fritz T.,Rublev A.,Rublev A.,10,6,3065,3470,1.91,1.91,7-5 1-6 3-6
Monte Carlo Masters,4/15/2023,Masters 1000,Outdoor,Clay,Semifinals,3,Rune H.,Sinner J.,Rune H.,9,8,3335,3345,2.5,1.53,1-6 7-5 7-5
Monte Carlo Masters,4/16/2023,Masters 1000,Outdoor,Clay,The Final,3,Rune H.,Rublev A.,Rublev A.,9,6,3335,3470,1.53,2.5,7-5 2-6 5-7
Mutua Madrid Open,4/26/2023,Masters 1000,Outdoor,Clay,1st Round,3,Ivashka I.,Ramos-Vinolas A.,Ramos-Vinolas A.,69,60,761,810,1.67,2.2,6-4 6-7 2-6
Mutua Madrid Open,4/26/2023,Masters 1000,Outdoor,Clay,1st Round,3,Gaston H.,Chardy J.,Gaston H.,106,635,555,45,1.3,3.5,6-3 6-4
Mutua Madrid Open,4/26/2023,Masters 1000,Outdoor,Clay,1st Round,3,Nava E.,Barrere G.,Barrere G.,173,56,344,848,2.5,1.53,0-6 7-5 3-6
Mutua Madrid Open,4/26/2023,Masters 1000,Outdoor,Clay,1st Round,3,Molcan A.,Wu Y.,Molcan A.,58,57,825,843,1.4,3,6-2 6-4
Mutua Madrid Open,4/26/2023,Masters 1000,Outdoor,Clay,1st Round,3,Popyrin A.,Halys Q.,Halys Q.,75,66,721,771,2.2,1.67,6-4 4-6 4-6
Mutua Madrid Open,4/26/2023,Masters 1000,Outdoor,Clay,1st Round,3,Bublik A.,Galan D.E.,Bublik A.,55,100,865,586,1.8,2,7-6 6-7 6-4
Mutua Madrid Open,4/26/2023,Masters 1000,Outdoor,Clay,1st Round,3,Goffin D.,Carballes Baena R.,Carballes Baena R.,95,53,615,867,2.63,1.5,4-6 4-6
Mutua Madrid Open,4/26/2023,Masters 1000,Outdoor,Clay,1st Round,3,Hanfmann Y.,Varillas J. P.,Hanfmann Y.,108,87,548,667,1.44,2.75,6-4 3-6 6-3
Mutua Madrid Open,4/26/2023,Masters 1000,Outdoor,Clay,1st Round,3,Cressy M.,Wawrinka S.,Wawrinka S.,39,84,1010,692,2.75,1.44,7-6 3-6 6-7
Mutua Madrid Open,4/26/2023,Masters 1000,Outdoor,Clay,1st Round,3,Grenier H.,Schwartzman D.,Grenier H.,128,72,466,730,4,1.25,7-5 6-4
Mutua Madrid Open,4/26/2023,Masters 1000,Outdoor,Clay,1st Round,3,Kotov P.,Otte O.,Otte O.,101,98,583,606,2.1,1.73,3-6 6-4 4-6
Mutua Madrid Open,4/26/2023,Masters 1000,Outdoor,Clay,1st Round,3,Arnaldi M.,Paire B.,Arnaldi M.,105,161,556,377,1.53,2.5,6-1 3-6 7-6
Mutua Madrid Open,4/26/2023,Masters 1000,Outdoor,Clay,1st Round,3,Humbert U.,Ruusuvuori E.,Ruusuvuori E.,77,41,718,977,2.63,1.5,6-7 6-7
Mutua Madrid Open,4/26/2023,Masters 1000,Outdoor,Clay,1st Round,3,Munar J.,Kokkinakis T.,Munar J.,88,111,666,534,1.8,2,7-6 7-6
Mutua Madrid Open,4/26/2023,Masters 1000,Outdoor,Clay,1st Round,3,Gojo B.,Monteiro T.,Monteiro T.,110,97,538,608,1.91,1.91,6-7 6-4 3-6
Mutua Madrid Open,4/26/2023,Masters 1000,Outdoor,Clay,1st Round,3,Gasquet R.,Landaluce M.,Gasquet R.,43,894,951,16,1.14,5.5,6-2 6-1
Mutua Madrid Open,4/27/2023,Masters 1000,Outdoor,Clay,1st Round,3,Mannarino A.,Etcheverry T.,Etcheverry T.,46,59,917,814,4.5,1.2,4-6 0-6
Mutua Madrid Open,4/27/2023,Masters 1000,Outdoor,Clay,1st Round,3,Shevchenko A.,Wolf J.J.,Shevchenko A.,96,49,610,880,1.53,2.5,6-4 6-4
Mutua Madrid Open,4/27/2023,Masters 1000,Outdoor,Clay,1st Round,3,Jarry N.,Safiullin R.,Safiullin R.,51,112,878,525,1.36,3.2,2-6 6-3 3-6
Mutua Madrid Open,4/27/2023,Masters 1000,Outdoor,Clay,1st Round,3,Thiem D.,Edmund K.,Thiem D.,93,498,625,75,1.14,5.5,6-4 6-1
Mutua Madrid Open,4/27/2023,Masters 1000,Outdoor,Clay,1st Round,3,Rodionov J.,Zhang Zh.,Zhang Zh.,119,99,502,606,1.73,2.1,6-7 4-6
Mutua Madrid Open,4/27/2023,Masters 1000,Outdoor,Clay,1st Round,3,Watanuki Y.,Moutet C.,Watanuki Y.,117,64,502,780,1.5,2.63,6-3 6-3
Mutua Madrid Open,4/27/2023,Masters 1000,Outdoor,Clay,1st Round,3,Huesler M.A.,Garin C.,Garin C.,76,73,720,723,3.75,1.29,6-7 2-6
Mutua Madrid Open,4/27/2023,Masters 1000,Outdoor,Clay,1st Round,3,Cachin P.,Shelbayh A.,Cachin P.,67,243,767,233,1.4,3,6-1 6-4
Mutua Madrid Open,4/27/2023,Masters 1000,Outdoor,Clay,1st Round,3,Sonego L.,Struff J.L.,Struff J.L.,47,65,890,779,1.73,2.1,3-6 1-6
Mutua Madrid Open,4/27/2023,Masters 1000,Outdoor,Clay,1st Round,3,Giron M.,Borges N.,Giron M.,61,74,801,723,2.1,1.73,6-2 7-6
Mutua Madrid Open,4/27/2023,Masters 1000,Outdoor,Clay,1st Round,3,Fucsovics M.,Cecchinato M.,Cecchinato M.,83,85,697,688,1.57,2.38,6-7 3-6
Mutua Madrid Open,4/27/2023,Masters 1000,Outdoor,Clay,1st Round,3,O Connell C.,Krajinovic F.,O Connell C.,81,79,710,711,1.67,2.2,6-4 6-7 6-2
Mutua Madrid Open,4/27/2023,Masters 1000,Outdoor,Clay,1st Round,3,Murray A.,Vavassori A.,Vavassori A.,52,164,870,369,1.62,2.3,2-6 6-7
Mutua Madrid Open,4/27/2023,Masters 1000,Outdoor,Clay,1st Round,3,Lajovic D.,Kubler J.,Lajovic D.,40,63,994,782,1.53,2.5,6-3 6-3
Mutua Madrid Open,4/27/2023,Masters 1000,Outdoor,Clay,1st Round,3,Mcdonald M.,Zapata Miralles B.,Zapata Miralles B.,54,42,865,958,2.38,1.57,6-3 3-6 6-7
Mutua Madrid Open,4/27/2023,Masters 1000,Outdoor,Clay,1st Round,3,Karatsev A.,Djere L.,Karatsev A.,121,70,497,741,2.3,1.62,7-6 7-5
Mutua Madrid Open,4/28/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Ruud C.,Arnaldi M.,Arnaldi M.,4,105,5210,556,1.17,5,3-6 4-6
Mutua Madrid Open,4/28/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Altmaier D.,Otte O.,Altmaier D.,92,98,633,606,2,1.8,6-4 7-5
Mutua Madrid Open,4/28/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Molcan A.,Nishioka Y.,Nishioka Y.,58,34,825,1138,1.57,2.38,7-5 4-6 4-6
Mutua Madrid Open,4/28/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Hanfmann Y.,Musetti L.,Hanfmann Y.,108,18,548,2065,3,1.4,6-4 7-6
Mutua Madrid Open,4/28/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Wawrinka S.,Rublev A.,Rublev A.,84,6,692,4280,3.75,1.29,5-7 4-6
Mutua Madrid Open,4/28/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Dimitrov G.,Barrere G.,Dimitrov G.,32,56,1170,848,1.17,5,7-6 7-6
Mutua Madrid Open,4/28/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Monteiro T.,Khachanov K.,Khachanov K.,97,12,608,2855,4,1.25,3-6 6-3 3-6
Mutua Madrid Open,4/28/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Alcaraz C.,Ruusuvuori E.,Alcaraz C.,2,41,6770,977,1.04,13,2-6 6-4 6-2
Mutua Madrid Open,4/28/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Halys Q.,Bautista Agut R.,Bautista Agut R.,66,25,771,1475,2.2,1.67,6-4 6-7 3-6
Mutua Madrid Open,4/28/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Coric B.,Gaston H.,Coric B.,20,106,1890,555,1.44,2.75,6-3 6-3
Mutua Madrid Open,4/28/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Korda S.,Grenier H.,Grenier H.,28,128,1390,466,1.33,3.4,6-7 6-7
Mutua Madrid Open,4/28/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Hurkacz H.,Gasquet R.,Hurkacz H.,15,43,2660,951,1.25,4,6-7 6-4 7-5
Mutua Madrid Open,4/28/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Bublik A.,Rune H.,Rune H.,55,7,865,4070,6,1.13,1-6 6-4 6-7
Mutua Madrid Open,4/28/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Davidovich Fokina A.,Ramos-Vinolas A.,Davidovich Fokina A.,35,60,1095,810,1.2,4.5,6-3 6-4
Mutua Madrid Open,4/28/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Carballes Baena R.,Zverev A.,Zverev A.,53,16,867,2140,4.33,1.22,7-6 5-7 0-6
Mutua Madrid Open,4/29/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Shevchenko A.,Lehecka J.,Shevchenko A.,96,37,610,1046,3.2,1.36,6-1 6-1
Mutua Madrid Open,4/29/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Shelton B.,Struff J.L.,Struff J.L.,38,65,1042,779,2.75,1.44,6-4 6-7 5-7
Mutua Madrid Open,4/29/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Medvedev D.,Vavassori A.,Medvedev D.,3,164,5240,369,1.11,6.5,6-4 6-3
Mutua Madrid Open,4/29/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Paul T.,Safiullin R.,Safiullin R.,17,112,2070,525,1.5,2.63,3-6 6-7
Mutua Madrid Open,4/29/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Karatsev A.,Van De Zandschulp B.,Karatsev A.,121,29,497,1390,2.75,1.44,6-2 7-5
Mutua Madrid Open,4/29/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Auger-Aliassime F.,Lajovic D.,Lajovic D.,9,40,3405,994,1.73,2.1,2-6 6-3 6-7
Mutua Madrid Open,4/29/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Zapata Miralles B.,Evans D.,Zapata Miralles B.,42,24,958,1560,2.1,1.73,6-3 6-2
Mutua Madrid Open,4/29/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Cecchinato M.,De Minaur A.,De Minaur A.,85,19,688,1995,2.75,1.44,4-6 6-7
Mutua Madrid Open,4/29/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Baez S.,Giron M.,Baez S.,31,61,1190,801,1.53,2.5,3-6 6-3 6-4
Mutua Madrid Open,4/29/2023,Masters 1000,Outdoor,Clay,2nd Round,3,O Connell C.,Fritz T.,Fritz T.,81,10,710,3290,3.5,1.3,6-7 4-6
Mutua Madrid Open,4/29/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Tiafoe F.,Etcheverry T.,Tiafoe F.,11,59,2870,814,1.62,2.3,6-3 7-6
Mutua Madrid Open,4/29/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Kecmanovic M.,Garin C.,Garin C.,33,73,1170,723,1.91,1.91,6-7 7-6 4-6
Mutua Madrid Open,4/29/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Cachin P.,Cerundolo F.,Cachin P.,67,30,767,1235,3.5,1.3,6-1 7-6
Mutua Madrid Open,4/29/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Watanuki Y.,Norrie C.,Norrie C.,117,13,502,2725,4,1.25,4-6 6-7
Mutua Madrid Open,4/29/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Zhang Zh.,Shapovalov D.,Zhang Zh.,99,27,606,1425,2.75,1.44,6-7 6-4 7-6
Mutua Madrid Open,4/29/2023,Masters 1000,Outdoor,Clay,2nd Round,3,Thiem D.,Tsitsipas S.,Tsitsipas S.,93,5,625,5195,4.5,1.2,6-3 1-6 6-7
Mutua Madrid Open,4/30/2023,Masters 1000,Outdoor,Clay,3rd Round,3,Khachanov K.,Bautista Agut R.,Khachanov K.,12,25,2855,1475,1.57,2.38,7-5 4-6 6-3
Mutua Madrid Open,4/30/2023,Masters 1000,Outdoor,Clay,3rd Round,3,Arnaldi M.,Munar J.,Munar J.,105,88,556,666,1.8,2,6-3 3-6 1-6
Mutua Madrid Open,4/30/2023,Masters 1000,Outdoor,Clay,3rd Round,3,Rublev A.,Nishioka Y.,Rublev A.,6,34,4280,1138,1.14,5.5,6-2 7-5
Mutua Madrid Open,4/30/2023,Masters 1000,Outdoor,Clay,3rd Round,3,Grenier H.,Zverev A.,Zverev A.,128,16,466,2140,7,1.1,1-6 0-6
Mutua Madrid Open,4/30/2023,Masters 1000,Outdoor,Clay,3rd Round,3,Coric B.,Hurkacz H.,Coric B.,20,15,1890,2660,2.63,1.5,7-6 6-3
Mutua Madrid Open,4/30/2023,Masters 1000,Outdoor,Clay,3rd Round,3,Dimitrov G.,Alcaraz C.,Alcaraz C.,32,2,1170,6770,7,1.1,2-6 5-7
Mutua Madrid Open,4/30/2023,Masters 1000,Outdoor,Clay,3rd Round,3,Altmaier D.,Hanfmann Y.,Altmaier D.,92,108,633,548,2.75,1.44,7-6 6-3
Mutua Madrid Open,4/30/2023,Masters 1000,Outdoor,Clay,3rd Round,3,Rune H.,Davidovich Fokina A.,Davidovich Fokina A.,7,35,4070,1095,1.44,2.75,6-7 7-5 6-7
Mutua Madrid Open,5/1/2023,Masters 1000,Outdoor,Clay,3rd Round,3,Medvedev D.,Shevchenko A.,Medvedev D.,3,96,5240,610,1.13,6,4-6 6-1 7-5
Mutua Madrid Open,5/1/2023,Masters 1000,Outdoor,Clay,3rd Round,3,Lajovic D.,Struff J.L.,Struff J.L.,40,65,994,779,1.67,2.2,7-6 3-6 3-6
Mutua Madrid Open,5/1/2023,Masters 1000,Outdoor,Clay,3rd Round,3,Karatsev A.,De Minaur A.,Karatsev A.,121,19,497,1995,2.38,1.57,6-3 4-6 6-4
Mutua Madrid Open,5/1/2023,Masters 1000,Outdoor,Clay,3rd Round,3,Tiafoe F.,Cachin P.,Cachin P.,11,67,2870,767,1.29,3.75,1-6 6-7
Mutua Madrid Open,5/1/2023,Masters 1000,Outdoor,Clay,3rd Round,3,Zapata Miralles B.,Safiullin R.,Zapata Miralles B.,42,112,958,525,1.57,2.38,6-3 3-6 6-3
Mutua Madrid Open,5/1/2023,Masters 1000,Outdoor,Clay,3rd Round,3,Garin C.,Fritz T.,Fritz T.,73,10,723,3290,2.75,1.44,1-6 6-7
Mutua Madrid Open,5/1/2023,Masters 1000,Outdoor,Clay,3rd Round,3,Tsitsipas S.,Baez S.,Tsitsipas S.,5,31,5195,1190,1.14,5.5,7-5 3-6 6-3
Mutua Madrid Open,5/1/2023,Masters 1000,Outdoor,Clay,3rd Round,3,Norrie C.,Zhang Zh.,Zhang Zh.,13,99,2725,606,1.22,4.33,6-2 6-7 6-7
Mutua Madrid Open,5/2/2023,Masters 1000,Outdoor,Clay,4th Round,3,Altmaier D.,Munar J.,Altmaier D.,92,88,633,666,2.38,1.57,6-3 6-0
Mutua Madrid Open,5/2/2023,Masters 1000,Outdoor,Clay,4th Round,3,Rublev A.,Khachanov K.,Khachanov K.,6,12,4280,2855,1.5,2.63,6-7 4-6
Mutua Madrid Open,5/2/2023,Masters 1000,Outdoor,Clay,4th Round,3,Karatsev A.,Medvedev D.,Karatsev A.,121,3,497,5240,3.75,1.29,7-6 6-4
Mutua Madrid Open,5/2/2023,Masters 1000,Outdoor,Clay,4th Round,3,Davidovich Fokina A.,Coric B.,Coric B.,35,20,1095,1890,1.53,2.5,7-6 3-6 6-7
Mutua Madrid Open,5/2/2023,Masters 1000,Outdoor,Clay,4th Round,3,Alcaraz C.,Zverev A.,Alcaraz C.,2,16,6770,2140,1.22,4.33,6-1 6-2
Mutua Madrid Open,5/2/2023,Masters 1000,Outdoor,Clay,4th Round,3,Fritz T.,Zhang Zh.,Zhang Zh.,10,99,3290,606,1.17,5,6-3 6-7 6-7
Mutua Madrid Open,5/2/2023,Masters 1000,Outdoor,Clay,4th Round,3,Struff J.L.,Cachin P.,Struff J.L.,65,67,779,767,1.62,2.3,7-6 6-7 6-3
Mutua Madrid Open,5/2/2023,Masters 1000,Outdoor,Clay,4th Round,3,Zapata Miralles B.,Tsitsipas S.,Tsitsipas S.,42,5,958,5195,5.5,1.14,3-6 1-6
Mutua Madrid Open,5/3/2023,Masters 1000,Outdoor,Clay,Quarterfinals,3,Alcaraz C.,Khachanov K.,Alcaraz C.,2,12,6770,2855,1.07,9,6-4 7-5
Mutua Madrid Open,5/3/2023,Masters 1000,Outdoor,Clay,Quarterfinals,3,Altmaier D.,Coric B.,Coric B.,92,20,633,1890,2.63,1.5,3-6 3-6
Mutua Madrid Open,5/4/2023,Masters 1000,Outdoor,Clay,Quarterfinals,3,Karatsev A.,Zhang Zh.,Karatsev A.,121,99,497,606,1.57,2.38,7-6 6-4
Mutua Madrid Open,5/4/2023,Masters 1000,Outdoor,Clay,Quarterfinals,3,Tsitsipas S.,Struff J.L.,Struff J.L.,5,65,5195,779,1.2,4.5,6-7 7-5 3-6
Mutua Madrid Open,5/5/2023,Masters 1000,Outdoor,Clay,Semifinals,3,Alcaraz C.,Coric B.,Alcaraz C.,2,20,6770,1890,1.06,10,6-4 6-3
Mutua Madrid Open,5/5/2023,Masters 1000,Outdoor,Clay,Semifinals,3,Karatsev A.,Struff J.L.,Struff J.L.,121,65,497,779,1.8,2,6-4 3-6 4-6
Mutua Madrid Open,5/7/2023,Masters 1000,Outdoor,Clay,The Final,3,Alcaraz C.,Struff J.L.,Alcaraz C.,2,65,6770,779,1.06,10,6-4 3-6 6-3
Internazionali BNL d'Italia,5/10/2023,Masters 1000,Outdoor,Clay,1st Round,3,Ivashka I.,Wawrinka S.,Wawrinka S.,73,84,741,717,2.63,1.5,2-6 4-6
Internazionali BNL d'Italia,5/10/2023,Masters 1000,Outdoor,Clay,1st Round,3,Fucsovics M.,Krajinovic F.,Fucsovics M.,92,74,691,741,1.8,2,6-4 6-2
Internazionali BNL d'Italia,5/10/2023,Masters 1000,Outdoor,Clay,1st Round,3,Van Assche L.,Etcheverry T.,Etcheverry T.,85,61,716,826,2.2,1.67,6-7 3-6
Internazionali BNL d'Italia,5/10/2023,Masters 1000,Outdoor,Clay,1st Round,3,Baez S.,Varillas J.P.,Baez S.,40,97,985,638,1.4,3,7-5 6-3
Internazionali BNL d'Italia,5/10/2023,Masters 1000,Outdoor,Clay,1st Round,3,Cachin P.,Garin C.,Garin C.,68,79,777,723,2.38,1.57,4-6 6-3 6-7
Internazionali BNL d'Italia,5/10/2023,Masters 1000,Outdoor,Clay,1st Round,3,Wu Y.,Gasquet R.,Wu Y.,57,44,838,931,3,1.4,3-6 6-3 6-3
Internazionali BNL d'Italia,5/10/2023,Masters 1000,Outdoor,Clay,1st Round,3,Edmund K.,Muller A.,Muller A.,473,100,85,605,4,1.25,1-6 3-6
Internazionali BNL d'Italia,5/10/2023,Masters 1000,Outdoor,Clay,1st Round,3,Bublik A.,Martinez P.,Bublik A.,49,142,880,416,2.2,1.67,6-3 7-6
Internazionali BNL d'Italia,5/10/2023,Masters 1000,Outdoor,Clay,1st Round,3,Cerundolo J.M.,Fils A.,Fils A.,105,119,575,520,2,1.8,1-6 6-1 4-6
Internazionali BNL d'Italia,5/10/2023,Masters 1000,Outdoor,Clay,1st Round,3,Popyrin A.,O Connell C.,Popyrin A.,77,78,726,724,1.8,2,6-2 7-6
Internazionali BNL d'Italia,5/10/2023,Masters 1000,Outdoor,Clay,1st Round,3,Giron M.,Safiullin R.,Safiullin R.,60,103,826,586,2.38,1.57,4-6 3-6
Internazionali BNL d'Italia,5/10/2023,Masters 1000,Outdoor,Clay,1st Round,3,Fognini F.,Murray A.,Fognini F.,130,42,468,965,2.63,1.5,6-4 4-6 6-4
Internazionali BNL d'Italia,5/10/2023,Masters 1000,Outdoor,Clay,1st Round,3,Cobolli F.,Rinderknech A.,Rinderknech A.,183,89,327,711,1.4,3,4-6 3-6
Internazionali BNL d'Italia,5/10/2023,Masters 1000,Outdoor,Clay,1st Round,3,Barrere G.,Nakashima B.,Barrere G.,63,47,813,902,2.1,1.73,6-3 6-3
Internazionali BNL d'Italia,5/11/2023,Masters 1000,Outdoor,Clay,1st Round,3,Zeppieri G.,Altmaier D.,Altmaier D.,120,65,513,792,2.5,1.53,6-7 6-4 0-6
